feature_name,day_of_week,month,previous_peak,previous_out,previous_denied,out_count,denied_count,queued_count,unique_users,peak_concurrent,target_peak
MSC_Apex_Modeler,4,5,3,6,0,3,0,0,7,1,4
MSC_Apex_Modeler,5,5,1,3,0,6,1,1,11,4,3
MSC_Nastran,5,5,3,3,0,3,0,1,7,3,3
MSC_Nastran,6,5,3,3,0,3,0,0,10,3,1
MSC_Nastran,0,5,3,3,0,1,1,0,5,1,6
MSC_Nastran,1,5,1,1,1,6,1,1,11,6,4
MSC_Nastran,2,5,6,6,1,4,2,0,8,4,6
MSC_Nastran,3,5,4,4,2,6,1,1,9,6,3
MSC_Nastran,4,5,6,6,1,3,0,0,8,3,3
MSC_Nastran,5,5,3,3,0,3,1,0,7,3,2
MSC_Nastran,6,5,3,3,1,2,1,2,11,2,3
MSC_Nastran,0,5,2,2,1,3,2,0,11,3,4
MSC_Nastran,1,5,3,3,2,4,1,0,7,4,6
MSC_Nastran,2,5,4,4,1,6,1,0,12,6,4
MSC_Nastran,3,5,6,6,1,4,0,0,5,4,7
MSC_Nastran,4,5,4,4,0,7,0,0,10,7,6
MSC_Nastran,5,5,7,7,0,6,0,0,11,6,7
MSC_Nastran,6,5,6,6,0,7,3,0,14,7,5
MSC_Nastran,0,5,7,7,3,5,2,0,8,5,2
MSC_Nastran,1,5,5,5,2,2,1,0,6,2,3
MSC_Nastran,2,5,2,2,1,3,1,1,9,3,2
MSC_Nastran,3,5,3,3,1,2,2,0,10,2,3
MSC_Nastran,4,5,2,2,2,3,1,0,9,3,7
MSC_Nastran,5,5,3,3,1,7,2,0,9,7,5
MSC_Nastran,6,5,7,7,2,5,1,0,6,5,2
MSC_Nastran,0,5,5,5,1,2,0,0,7,2,6
MSC_Nastran,1,5,2,2,0,6,1,0,10,6,2
MSC_Nastran,2,5,6,6,1,2,3,0,8,2,7
MSC_Nastran,3,5,2,2,3,7,1,0,10,7,8
MSC_Nastran,4,5,7,7,1,8,1,0,11,8,2
MSC_Nastran,5,5,8,8,1,2,1,0,6,2,1
ODYSSEE_AE,5,5,1,1,0,5,1,0,12,5,8
ODYSSEE_AE,6,5,5,5,1,8,0,1,10,8,5
ODYSSEE_AE,0,5,8,8,0,5,0,0,8,5,8
ODYSSEE_AE,1,5,5,5,0,8,1,0,12,8,6
ODYSSEE_AE,2,5,8,8,1,6,1,0,9,6,4
ODYSSEE_AE,3,5,6,6,1,4,2,0,11,4,8
ODYSSEE_AE,4,5,4,4,2,8,2,0,13,8,2
ODYSSEE_AE,5,5,8,8,2,2,0,0,3,2,4
ODYSSEE_AE,6,5,2,2,0,4,1,1,12,4,3
ODYSSEE_AE,0,5,4,4,1,3,0,0,7,3,7
ODYSSEE_AE,1,5,3,3,0,7,0,0,10,7,5
ODYSSEE_AE,2,5,7,7,0,5,1,0,10,5,5
ODYSSEE_AE,3,5,5,5,1,5,3,0,11,5,8
ODYSSEE_AE,4,5,5,5,3,8,2,0,12,8,7
ODYSSEE_AE,5,5,8,8,2,7,0,0,10,7,10
ODYSSEE_AE,6,5,7,7,0,10,1,0,11,10,5
ODYSSEE_AE,0,5,10,10,1,5,1,0,10,5,4
ODYSSEE_AE,1,5,5,5,1,4,0,0,9,4,3
ODYSSEE_AE,2,5,4,4,0,3,2,0,9,3,7
ODYSSEE_AE,3,5,3,3,2,7,2,1,10,7,5
ODYSSEE_AE,4,5,7,7,2,5,1,0,7,5,4
ODYSSEE_AE,5,5,5,5,1,4,2,0,5,4,6
ODYSSEE_AE,6,5,4,4,2,6,0,0,8,6,6
ODYSSEE_AE,0,5,6,6,0,6,1,0,11,6,8
ODYSSEE_AE,1,5,6,6,1,8,0,0,10,8,3
ODYSSEE_AE,2,5,8,8,0,3,0,0,12,3,3
ODYSSEE_AE,3,5,3,3,0,3,2,0,9,3,7
ODYSSEE_AE,4,5,3,3,2,7,0,0,14,7,8
ODYSSEE_AE,5,5,7,7,0,8,0,0,11,8,2
PATRAN,5,5,1,1,0,5,1,0,12,3,2
PATRAN,6,5,3,5,1,4,2,0,10,2,2
PATRAN,0,5,2,4,2,4,1,0,8,2,2
PATRAN,1,5,2,4,1,4,2,0,8,2,3
PATRAN,2,5,2,4,2,8,1,0,12,3,2
PATRAN,3,5,3,8,1,4,1,0,8,2,3
PATRAN,4,5,2,4,1,6,1,0,12,3,2
PATRAN,5,5,3,6,1,3,1,0,6,2,3
PATRAN,6,5,2,3,1,4,0,0,6,3,1
PATRAN,0,5,3,4,0,3,1,1,8,1,2
PATRAN,1,5,1,3,1,4,2,0,8,2,2
PATRAN,2,5,2,4,2,4,1,0,8,2,7
PATRAN,3,5,2,4,1,7,0,0,7,7,3
PATRAN,4,5,7,7,0,7,1,0,10,3,3
PATRAN,5,5,3,7,1,5,2,0,10,3,1
PATRAN,6,5,3,5,2,3,2,0,7,1,2
PATRAN,0,5,1,3,2,5,0,1,9,2,1
PATRAN,1,5,2,5,0,1,0,1,3,1,6
PATRAN,2,5,1,1,0,10,1,1,10,6,5
PATRAN,3,5,6,10,1,7,2,0,8,5,3
PATRAN,4,5,5,7,2,6,0,0,12,3,2
PATRAN,5,5,3,6,0,2,0,0,3,2,5
PATRAN,6,5,2,2,0,8,0,0,9,5,2
PATRAN,0,5,5,8,0,2,2,1,6,2,2
PATRAN,1,5,2,2,2,5,1,0,12,2,2
PATRAN,2,5,2,5,1,3,0,0,6,2,1
PATRAN,3,5,2,3,0,2,1,0,6,1,2
PATRAN,4,5,1,2,1,4,0,0,7,2,2
PATRAN,5,5,2,4,0,5,0,0,8,2,1
SF_FORM_GUI,5,5,1,2,0,2,0,0,4,1,5
SF_FORM_GUI,6,5,1,2,0,8,2,0,14,5,2
SF_FORM_GUI,0,5,5,8,2,4,0,0,8,2,6
SF_FORM_GUI,1,5,2,4,0,9,0,1,10,6,2
SF_FORM_GUI,2,5,6,9,0,3,2,0,8,2,2
SF_FORM_GUI,3,5,2,3,2,10,1,0,14,2,2
SF_FORM_GUI,4,5,2,10,1,5,2,0,10,2,3
SF_FORM_GUI,5,5,2,5,2,4,1,0,11,3,1
SF_FORM_GUI,6,5,3,4,1,1,2,0,9,1,4
SF_FORM_GUI,0,5,1,1,2,5,0,0,6,4,2
SF_FORM_GUI,1,5,4,5,0,3,0,1,6,2,3
SF_FORM_GUI,2,5,2,3,0,4,2,0,7,3,3
SF_FORM_GUI,3,5,3,4,2,4,0,0,8,3,1
SF_FORM_GUI,4,5,3,4,0,1,3,0,7,1,5
SF_FORM_GUI,5,5,1,1,3,7,3,1,10,5,3
SF_FORM_GUI,6,5,5,7,3,4,1,0,8,3,1
SF_FORM_GUI,0,5,3,4,1,2,2,0,8,1,2
SF_FORM_GUI,1,5,1,2,2,4,0,0,9,2,4
SF_FORM_GUI,2,5,2,4,0,4,0,0,5,4,6
SF_FORM_GUI,3,5,4,4,0,9,2,0,12,6,2
SF_FORM_GUI,4,5,6,9,2,5,1,1,13,2,3
SF_FORM_GUI,5,5,2,5,1,5,1,2,8,3,1
SF_FORM_GUI,6,5,3,5,1,2,0,0,4,1,1
SF_FORM_GUI,0,5,1,2,0,1,0,0,4,1,4
SF_FORM_GUI,1,5,1,1,0,5,1,1,6,4,1
SF_FORM_GUI,2,5,4,5,1,2,1,0,5,1,2
SF_FORM_GUI,3,5,1,2,1,2,1,0,13,2,2
SF_FORM_GUI,4,5,2,2,1,4,1,1,7,2,4
SF_FORM_GUI,5,5,2,4,1,7,1,1,8,4,2
SF_WELDING_GUI,5,5,1,3,2,3,2,0,11,2,1
SF_WELDING_GUI,6,5,2,3,2,2,1,0,4,1,2
SF_WELDING_GUI,0,5,1,2,1,3,1,0,6,2,0
SF_WELDING_GUI,1,5,2,3,1,0,1,0,4,0,2
SF_WELDING_GUI,2,5,0,0,1,4,0,0,8,2,2
SF_WELDING_GUI,3,5,2,4,0,4,1,0,8,2,3
SF_WELDING_GUI,4,5,2,4,1,4,0,1,6,3,6
SF_WELDING_GUI,5,5,3,4,0,6,0,0,8,6,4
SF_WELDING_GUI,6,5,6,6,0,6,0,0,8,4,2
SF_WELDING_GUI,0,5,4,6,0,4,1,3,11,2,2
SF_WELDING_GUI,1,5,2,4,1,5,0,1,11,2,4
SF_WELDING_GUI,2,5,2,5,0,7,0,0,12,4,2
SF_WELDING_GUI,3,5,4,7,0,5,1,0,10,2,4
SF_WELDING_GUI,4,5,2,5,1,7,0,0,10,4,2
SF_WELDING_GUI,5,5,4,7,0,3,0,0,5,2,4
SF_WELDING_GUI,6,5,2,3,0,5,2,0,10,4,4
SF_WELDING_GUI,0,5,4,5,2,8,0,0,13,4,3
SF_WELDING_GUI,1,5,4,8,0,5,1,0,8,3,4
SF_WELDING_GUI,2,5,3,5,1,5,1,0,7,4,5
SF_WELDING_GUI,3,5,4,5,1,8,0,0,11,5,1
SF_WELDING_GUI,4,5,5,8,0,2,1,0,7,1,2
SF_WELDING_GUI,5,5,1,2,1,2,0,1,5,2,4
SF_WELDING_GUI,6,5,2,2,0,8,2,1,11,4,2
SF_WELDING_GUI,0,5,4,8,2,3,0,0,5,2,3
SF_WELDING_GUI,1,5,2,3,0,4,0,1,10,3,3
SF_WELDING_GUI,2,5,3,4,0,4,1,0,5,3,4
SF_WELDING_GUI,3,5,3,4,1,6,2,0,10,4,2
SF_WELDING_GUI,4,5,4,6,2,2,0,0,3,2,2
SF_WELDING_GUI,5,5,2,2,0,5,0,0,10,2,1
