event_date,feature,checkout_count,checkin_count,denied_count,unique_users,active_sessions,peak_concurrent,year,month,day,day_of_week,week,lag1,lag7,rolling_mean_7,target
2026-06-19,signal_toolbox,3,3,1,2,0,3,2026,6,19,4,25,1.0,4.0,2.4285714285714284,3
2026-06-20,signal_toolbox,2,2,1,2,0,2,2026,6,20,5,25,3.0,4.0,2.142857142857143,2
2026-06-21,signal_toolbox,2,2,0,2,0,2,2026,6,21,6,25,2.0,4.0,1.8571428571428572,2
2026-06-22,signal_toolbox,2,2,0,2,0,2,2026,6,22,0,26,2.0,2.0,1.8571428571428572,2
2026-06-23,signal_toolbox,2,2,0,1,0,2,2026,6,23,1,26,2.0,1.0,2.0,2
2026-06-24,signal_toolbox,4,4,0,4,0,4,2026,6,24,2,26,2.0,2.0,2.2857142857142856,4
2026-06-25,signal_toolbox,3,3,0,2,0,3,2026,6,25,3,26,4.0,1.0,2.5714285714285716,3
2026-06-26,signal_toolbox,1,1,0,1,0,1,2026,6,26,4,26,3.0,3.0,2.2857142857142856,1
2026-06-27,signal_toolbox,1,1,0,1,0,1,2026,6,27,5,26,1.0,2.0,2.142857142857143,1
2026-06-28,signal_toolbox,4,4,1,3,0,4,2026,6,28,6,26,1.0,2.0,2.4285714285714284,4
2026-06-29,signal_toolbox,2,2,1,2,0,2,2026,6,29,0,27,4.0,2.0,2.4285714285714284,2
2026-06-30,signal_toolbox,2,2,1,2,0,2,2026,6,30,1,27,2.0,2.0,2.4285714285714284,2
2026-07-01,signal_toolbox,1,1,0,1,0,1,2026,7,1,2,27,2.0,4.0,2.0,1
2026-05-25,simulink,2,2,0,2,0,2,2026,5,25,0,22,0.0,0.0,0.0,2
2026-05-26,simulink,4,4,0,4,0,4,2026,5,26,1,22,2.0,0.0,0.0,4
2026-05-27,simulink,8,8,0,5,0,8,2026,5,27,2,22,4.0,0.0,0.0,8
2026-05-28,simulink,11,11,0,6,0,11,2026,5,28,3,22,8.0,0.0,0.0,11
2026-05-29,simulink,6,6,2,5,0,6,2026,5,29,4,22,11.0,0.0,0.0,6
2026-05-30,simulink,9,9,1,5,0,9,2026,5,30,5,22,6.0,0.0,0.0,9
2026-05-31,simulink,4,4,1,4,0,4,2026,5,31,6,22,9.0,0.0,6.285714285714286,4
2026-06-01,simulink,5,5,0,4,0,5,2026,6,1,0,23,4.0,2.0,6.714285714285714,5
2026-06-02,simulink,6,6,0,5,0,6,2026,6,2,1,23,5.0,4.0,7.0,6
2026-06-03,simulink,13,13,1,6,0,13,2026,6,3,2,23,6.0,8.0,7.714285714285714,13
2026-06-04,simulink,4,4,1,3,0,4,2026,6,4,3,23,13.0,11.0,6.714285714285714,4
2026-06-05,simulink,4,4,1,3,0,4,2026,6,5,4,23,4.0,6.0,6.428571428571429,4
2026-06-06,simulink,5,5,0,4,0,5,2026,6,6,5,23,4.0,9.0,5.857142857142857,5
2026-06-07,simulink,6,6,0,5,0,6,2026,6,7,6,23,5.0,4.0,6.142857142857143,6
2026-06-08,simulink,3,3,1,3,0,3,2026,6,8,0,24,6.0,5.0,5.857142857142857,3
2026-06-09,simulink,3,3,0,3,0,3,2026,6,9,1,24,3.0,6.0,5.428571428571429,3
2026-06-10,simulink,5,5,0,3,0,5,2026,6,10,2,24,3.0,13.0,4.285714285714286,5
2026-06-11,simulink,9,9,1,5,0,9,2026,6,11,3,24,5.0,4.0,5.0,9
2026-06-12,simulink,5,5,0,3,0,5,2026,6,12,4,24,9.0,4.0,5.142857142857143,5
2026-06-13,simulink,2,2,0,2,0,2,2026,6,13,5,24,5.0,5.0,4.714285714285714,2
2026-06-14,simulink,7,7,1,5,0,7,2026,6,14,6,24,2.0,6.0,4.857142857142857,7
2026-06-15,simulink,8,8,0,5,0,8,2026,6,15,0,25,7.0,3.0,5.571428571428571,8
2026-06-16,simulink,6,6,0,4,0,6,2026,6,16,1,25,8.0,3.0,6.0,6
2026-06-17,simulink,5,5,1,3,0,5,2026,6,17,2,25,6.0,5.0,6.0,5
2026-06-18,simulink,1,1,0,1,0,1,2026,6,18,3,25,5.0,9.0,4.857142857142857,1
2026-06-19,simulink,6,6,1,2,0,6,2026,6,19,4,25,1.0,5.0,5.0,6
2026-06-20,simulink,6,6,0,4,0,6,2026,6,20,5,25,6.0,2.0,5.571428571428571,6
2026-06-21,simulink,2,2,0,2,0,2,2026,6,21,6,25,6.0,7.0,4.857142857142857,2
2026-06-22,simulink,7,7,0,4,0,7,2026,6,22,0,26,2.0,8.0,4.714285714285714,7
2026-06-23,simulink,8,8,0,4,0,8,2026,6,23,1,26,7.0,6.0,5.0,8
2026-06-24,simulink,4,4,1,4,0,4,2026,6,24,2,26,8.0,5.0,4.857142857142857,4
2026-06-25,simulink,7,7,0,6,0,7,2026,6,25,3,26,4.0,1.0,5.714285714285714,7
2026-06-26,simulink,3,3,0,2,0,3,2026,6,26,4,26,7.0,6.0,5.285714285714286,3
2026-06-27,simulink,3,3,0,3,0,3,2026,6,27,5,26,3.0,6.0,4.857142857142857,3
2026-06-28,simulink,5,5,0,4,0,5,2026,6,28,6,26,3.0,2.0,5.285714285714286,5
2026-06-29,simulink,2,2,0,2,0,2,2026,6,29,0,27,5.0,7.0,4.571428571428571,2
2026-06-30,simulink,7,7,0,4,0,7,2026,6,30,1,27,2.0,8.0,4.428571428571429,7
2026-07-01,simulink,6,6,1,4,0,6,2026,7,1,2,27,7.0,4.0,4.714285714285714,6
2026-05-25,simulink_control_design,1,1,0,1,0,1,2026,5,25,0,22,0.0,0.0,0.0,1
2026-05-26,simulink_control_design,3,3,0,2,0,3,2026,5,26,1,22,1.0,0.0,0.0,3
2026-05-28,simulink_control_design,2,2,0,2,0,2,2026,5,28,3,22,3.0,0.0,0.0,2
2026-05-29,simulink_control_design,1,1,0,1,0,1,2026,5,29,4,22,2.0,0.0,0.0,1
2026-05-30,simulink_control_design,2,2,0,2,0,2,2026,5,30,5,22,1.0,0.0,0.0,2
2026-05-31,simulink_control_design,2,2,0,2,0,2,2026,5,31,6,22,2.0,0.0,0.0,2
2026-06-01,simulink_control_design,3,3,0,2,0,3,2026,6,1,0,23,2.0,0.0,2.0,3
2026-06-02,simulink_control_design,4,4,0,3,0,4,2026,6,2,1,23,3.0,1.0,2.4285714285714284,4
2026-06-03,simulink_control_design,2,2,0,1,0,2,2026,6,3,2,23,4.0,3.0,2.2857142857142856,2
2026-06-06,simulink_control_design,2,2,0,2,0,2,2026,6,6,5,23,2.0,2.0,2.2857142857142856,2
2026-06-07,simulink_control_design,4,4,1,3,0,4,2026,6,7,6,23,2.0,1.0,2.7142857142857144,4
2026-06-08,simulink_control_design,2,2,0,2,0,2,2026,6,8,0,24,4.0,2.0,2.7142857142857144,2
2026-06-09,simulink_control_design,6,6,0,5,0,6,2026,6,9,1,24,2.0,2.0,3.2857142857142856,6
2026-06-10,simulink_control_design,2,2,0,2,0,2,2026,6,10,2,24,6.0,3.0,3.142857142857143,2
2026-06-11,simulink_control_design,2,2,0,1,0,2,2026,6,11,3,24,2.0,4.0,2.857142857142857,2
2026-06-12,simulink_control_design,1,1,0,1,0,1,2026,6,12,4,24,2.0,2.0,2.7142857142857144,1
2026-06-15,simulink_control_design,2,2,1,2,0,2,2026,6,15,0,25,1.0,2.0,2.7142857142857144,2
2026-06-16,simulink_control_design,2,2,0,2,0,2,2026,6,16,1,25,2.0,4.0,2.4285714285714284,2
2026-06-17,simulink_control_design,4,4,1,3,0,4,2026,6,17,2,25,2.0,2.0,2.7142857142857144,4
2026-06-18,simulink_control_design,4,4,0,2,0,4,2026,6,18,3,25,4.0,6.0,2.4285714285714284,4
2026-06-19,simulink_control_design,2,2,0,2,0,2,2026,6,19,4,25,4.0,2.0,2.4285714285714284,2
2026-06-20,simulink_control_design,2,2,0,2,0,2,2026,6,20,5,25,2.0,2.0,2.4285714285714284,2
2026-06-21,simulink_control_design,3,3,0,2,0,3,2026,6,21,6,25,2.0,1.0,2.7142857142857144,3
2026-06-22,simulink_control_design,4,4,0,4,0,4,2026,6,22,0,26,3.0,2.0,3.0,4
2026-06-23,simulink_control_design,1,1,0,1,0,1,2026,6,23,1,26,4.0,2.0,2.857142857142857,1
2026-06-24,simulink_control_design,2,2,0,2,0,2,2026,6,24,2,26,1.0,4.0,2.5714285714285716,2
2026-06-26,simulink_control_design,1,1,0,1,0,1,2026,6,26,4,26,2.0,4.0,2.142857142857143,1
2026-06-27,simulink_control_design,1,1,0,1,0,1,2026,6,27,5,26,1.0,2.0,2.0,1
2026-06-28,simulink_control_design,4,4,0,4,0,4,2026,6,28,6,26,1.0,2.0,2.2857142857142856,4
2026-06-29,simulink_control_design,2,2,0,2,0,2,2026,6,29,0,27,4.0,3.0,2.142857142857143,2
2026-06-30,simulink_control_design,1,1,0,1,0,1,2026,6,30,1,27,2.0,4.0,1.7142857142857142,1
2026-07-01,simulink_control_design,1,1,0,1,0,1,2026,7,1,2,27,1.0,1.0,1.7142857142857142,1
